2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Code,LEA Name,Cluster,NBH_NAMES,SchoolName,StreetAddr,ZIP_code,MAR_cluster,School  Name,Neighborhood Cluster,Address,GSF,Capacity,Enrollment SY11-12,Utilization,Lat,Long,School ID,1112Math Tested,1112Math BelowBasic,1112Math Basic,1112Math Proficient,1112Math Advanced,1112Reading Tested,1112Reading BelowBasic,1112Reading Basic,1112Reading Proficient,1112Reading Advanced,2011 Adjusted Cohort Grad Rate,OSSE Code,Name,Total Enrolled 2012,PK3,PK4,KG,1,2,3,4,5,6,7,8,9,10,11,12,AO,UN,ELL,Level 1,Level 2,Level 3,Level 4,Ward,Name,Total Enrolled 2012,PK3,PK4,KG,1,2,3,4,5,6,7,8,9,10,11,12,AO,UN,ELL,Level 1,Level 2,Level 3,Level 4,Name of School,PCS or DCPS,Bubdgt Org 4,Year,School No,DC Funding Allocation,Federal Revenue,INTRADISTRICT FUNDS,SPECIAL PURPOSE REVENUE FUNDS,Total Government Revenue,Donations,Fees and Other,Other Revenue,Total Revenue,School Code,School Name,Grade,Subgroup,MValid Tests (n),MBelow Basic (n),MBasic (n),MProficient (n),MAdvanced (n),MPercent Proficient (% Proficient & Advanced),MWeighted,RValid Tests (n),RBelow Basic (n),RBasic (n),RProficient (n),RAdvanced (n),RPercent Proficient (% Proficient & Advanced),RWeighted
1047,St. Coletta Special Education PCS,Cluster 26,"Capitol Hill, Lincoln Park",St. Coletta Special Education PCS,"1901 Independence Ave SE Washington, DC",20003,Cluster 26,St. Coletta Special Education PCS,26,"1901 Independence Ave., SE, Washington, DC 20003",99540,287,234,0.81533101,38.887602,-76.975354,1047,83,0.024096386,0.060240964,0.361445783,0.554216867,83,0,0.036144578,0.228915663,0.734939759,,1047,ST COLETTA,234,,,,,,,,,,,,,,,,,234,,,,,233,7,St. Coletta Special Education PCS,250,,,,,,,,,,,,,,,,,250,,,,,245,"Saint Coletta Special Education Public Charter School, Inc.",PCS,,2013,1047,12154891,170000,,,12324891,0,3485788,3485788,15810679,1047,ST. COLETTA SPECIAL EDUCATION PCS,All Grades,All Students,81,5,16,20,40,0.740740741,3.172839506,81,4,8,23,46,0.851851852,3.37037037
1061,Next Step PCS,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Next Step Evening,"1419 Columbia Rd Nw Washington, DC",20009,Cluster 2,,,,,,,,,,,,,,,,,,,,,,1061,NEXT STEP EVENING,64,,,,,,,,,,,,0,3,5,15,41,,,,,,,1,The Next Step PCS- Adult,111,,,,,,,,,,,,,1,7,26,77,,33,2,4,1,,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Achievement Preparatory Academy PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",Achievement Preparatory Academy PCS,"908 Wahler  Place SE Washington, DC",20032,Cluster 39,Achievement Preparatory Academy PCS,39,"908 Wahler Place, SE 2nd Floor 20032",27000,300,202,0.673333333,38.83394,-76.99237,1100,193,0.025906736,0.113989637,0.538860104,0.321243523,192,0.041666667,0.265625,0.59375,0.098958333,,1100,ACHIEVEMENT PREPARATORY ACADEMY,202,,,,,,,50,69,46,26,11,,,,,,,,7,11,2,,8,Achievement Preparatory Academy PCS,315,,,,,,,96,74,93,34,18,,,,,,,,20,18,13,,Achievement Preparatory Academy,PCS,,2013,1100,4463540.796,622026,,,5085566.796,225000,1815,226815,5312381.796,1100,ACHIEVEMENT PREPARATORY ACADEMY PCS,All Grades,All Students,296,9,35,152,100,0.851351351,3.158783784,296,11,95,156,34,0.641891892,2.719594595
1101,Capital City PCS,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Capital City - Upper School,"101 Peabody St., NW, 2nd Floor, Washington, DC 20011",20010,Cluster 2,,,,,,,,,,,187,0.080213904,0.43315508,0.438502674,0.048128342,186,0.075268817,0.435483871,0.408602151,0.080645161,,1101,CAPITAL CITY UPPER SCHOOL,391,,,,,,,,,39,39,30,83,84,73,43,,,59,4,37,24,10,4,Capital City Upper PCS,321,,,,,,,,,,,,98,90,81,52,,,45,6,28,17,12,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Center City PCS,Cluster 17,"Takoma, Brightwood, Manor Park",Center City - Brightwood Campus PCS,"6008 Georgia Ave NW Washington, DC",20011,Cluster 17,Center City PCS: Brightwood Campus,17,"6008 Georgia Ave., NW, Washington, DC 20011",37000,238,231,0.970588235,38.962892,-77.027882,1103,139,0.136690647,0.345323741,0.35971223,0.158273381,138,0.144927536,0.398550725,0.376811594,0.079710145,,1103,CENTER CITY PCS BRIGHTWOOD CAMPUS,231,,20,24,19,26,29,27,28,26,15,17,,,,,,,90,4,8,1,1,4,Center City Brightwood Campus PCS,238,,21,25,24,25,27,25,25,24,23,19,,,,,,,101,9,9,3,1,"Center City Public Charter Schools, Inc.",PCS,,2013,1103,21466757.64,223400,,,21690157.64,300000,184886,484886,22175043.64,1103,CENTER CITY BRIGHTWOOD CAMPUS PCS,All Grades,All Students,137,10,33,66,28,0.686131387,2.817518248,137,10,49,61,17,0.569343066,2.620437956
1104,Center City PCS,Cluster 26,"Capitol Hill, Lincoln Park",Center City - Capitol Hill Campus PCS,"1503 East Capitol St SE Washington, DC",20003,Cluster 26,Center City PCS: Capitol Hill Campus,26,"1503 East Capitol St., SE, Washington, DC 20003",40000,265,222,0.837735849,38.88981,-76.983478,1104,131,0.099236641,0.419847328,0.427480916,0.053435115,131,0.083969466,0.419847328,0.435114504,0.061068702,,1104,CENTER CITY PCS CAPITOL HILL CAMPUS,222,,17,22,21,25,20,25,25,27,21,19,,,,,,,3,9,12,6,2,6,Center City Capitol Hill Campus PCS,230,,16,24,25,25,26,26,25,20,24,19,,,,,,,,10,12,4,2,,PCS,,,,,,,,,,,,,1104,CENTER CITY CAPITOL HILL CAMPUS PCS,All Grades,All Students,126,15,61,43,7,0.396825397,2.333333333,126,15,58,51,2,0.420634921,2.317460317
1105,Center City PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",Center City - Congress Heights Campus PCS,"220 Highview Place SE Washington, DC",20032,Cluster 39,Center City PCS: Congress Heights Campus,39,"220 Highview Pl., SE, Washington, DC 20032",27000,261,244,0.9348659,38.841773,-77.004412,1105,137,0.270072993,0.394160584,0.313868613,0.02189781,136,0.183823529,0.470588235,0.330882353,0.014705882,,1105,CENTER CITY PCS CONGRESS HEIGHTS CAMPUS,244,,18,24,24,29,18,19,28,33,27,24,,,,,,,,7,18,1,2,8,Center City Congress Heights Campus PCS,254,,22,25,27,27,25,24,15,30,32,27,,,,,,,,6,15,3,1,,PCS,,,,,,,,,,,,,1105,CENTER CITY CONGRESS HEIGHTS CAMPUS PCS,All Grades,All Students,142,23,51,55,13,0.478873239,2.408450704,142,18,56,60,8,0.478873239,2.408450704
1106,Center City PCS,Cluster 18,"Brightwood Park, Crestwood, Petworth",Center City - Petworth Campus PCS,"510 Webster St NW Washington, DC",20011,Cluster 18,Center City PCS: Petworth Campus,18,"510 Webster St., NW, Washington, DC 20011",31000,241,232,0.962655602,38.944147,-77.02008,1106,134,0.029850746,0.395522388,0.462686567,0.111940299,133,0.067669173,0.436090226,0.443609023,0.052631579,,1106,CENTER CITY PCS PETWORTH CAMPUS,232,,22,22,22,27,24,25,27,23,21,19,,,,,,,92,16,13,1,,4,Center City Petworth Campus PCS,235,,21,23,21,26,27,27,26,22,20,22,,,,,,,63,19,12,2,,,PCS,,,,,,,,,,,,,1106,CENTER CITY PETWORTH CAMPUS PCS,All Grades,All Students,141,4,47,74,16,0.638297872,2.723404255,140,8,51,72,9,0.578571429,2.585714286
1107,Center City PCS,Cluster 7,"Shaw, Logan Circle",Center City - Shaw Campus PCS,"711 N St NW Washington, DC",20001,Cluster 7,Center City PCS: Shaw Campus,7,"711 N St., NW, Washington, DC 20001",29000,238,237,0.995798319,38.90723,-77.022099,1107,143,0.167832168,0.41958042,0.377622378,0.034965035,143,0.146853147,0.48951049,0.328671329,0.034965035,,1107,CENTER CITY PCS SHAW CAMPUS,237,,18,22,21,26,28,24,22,30,23,23,,,,,,,27,14,15,4,2,2,Center City Shaw Campus PCS,218,,20,21,26,21,26,18,18,23,24,21,,,,,,,30,13,12,3,,,PCS,,,,,,,,,,,,,1107,CENTER CITY SHAW CAMPUS PCS,All Grades,All Students,126,15,54,49,8,0.452380952,2.396825397,126,10,65,40,11,0.404761905,2.412698413
1108,Center City PCS,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",Center City - Trinidad Campus PCS,"1217 West Virginia Ave NE Washington, DC",20002,Cluster 23,Center City PCS: Trinidad Campus,23,"1217 West Virginia Ave., NE, Washington, DC 20002",23000,249,215,0.863453815,38.904951,-76.991979,1108,123,0.130081301,0.455284553,0.365853659,0.048780488,123,0.097560976,0.495934959,0.357723577,0.048780488,,1108,CENTER CITY PCS TRINIDAD CAMPUS,215,,20,22,19,19,27,25,23,25,21,14,,,,,,,2,7,11,2,,5,Center City Trinidad Campus PCS,230,,20,25,28,18,24,30,22,25,18,20,,,,,,,1,15,8,4,,,PCS,,,,,,,,,,,,,1108,CENTER CITY TRINIDAD CAMPUS PCS,All Grades,All Students,135,18,52,61,4,0.481481481,2.377777778,135,18,69,44,4,0.355555556,2.251851852
1109,Community Academy PCS,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Community Academy -  Amos III,"1400 1st St NW Washington, DC",20001,Cluster 21,Community Academy PCS - Amos III,21,"1400 1st St., NW, Washington, DC 20001",140000,900,488,0.542222222,38.908694,-77.012158,1109,200,0.28,0.47,0.23,0.02,201,0.23880597,0.462686567,0.288557214,0.009950249,,1109,COMMUNITY ACADEMY PCS - ELEMENTARY  (AMOS III),266,62,71,54,51,28,33,37,30,50,41,31,,,,,,,,15,23,10,6,5,Community Academy Amos III Amstrong,479,58,66,60,45,43,33,37,25,29,44,39,,,,,,,10,19,21,9,4,"Community Academy Public Charter School, Inc.",PCS,,2013,1109,27472410.94,1444400,,,28916810.94,15893,748614,764507,29681317.94,1109,COMMUNITY ACADEMY AMOS III AMSTRONG,All Grades,All Students,174,49,81,39,5,0.252873563,2,174,44,84,42,4,0.264367816,2.034482759
1110,D.C. Preparatory Academy PCS,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",D.C. Preparatory Academy - Benning Academy Campus,"100 41st St NE Washington, DC",20019,Cluster 32,DC Prep: Benning Campus,32,"100 41st St., NE, Washington, DC 20019",70090,720,332,0.461111111,38.89099,-76.944558,,,,,,,,,,,,,1110,DC PREP  BENNING ELEMENTARY,332,71,67,64,62,68,,,,,,,,,,,,,7,3,8,2,,5,DC  Preparatory Benning Campus PCS,431,76,74,66,71,70,74,,,,,,,,,,,,6,5,14,4,1,,PCS,,,,,,,,,,,,,1110,D C  PREPARATORY BENNING CAMPUS PCS,All Grades,All Students,71,1,28,36,6,0.591549296,2.661971831,71,5,27,37,2,0.549295775,2.507042254
1112,Early Childhood Academy PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",Early Childhood Academy (Walter Washington Campus),"4301 9th Street, SE Washington, DC",20032,Cluster 39,Early Childhood Academy PCS - Walter Washington Campus,39,"4301 9th St. SE, Washington, DC 20032",12000,250,248,0.992,38.831505,-76.989835,1112,31,0.193548387,0.483870968,0.258064516,0.064516129,31,0.258064516,0.419354839,0.322580645,0,,1112,EARLY CHILDHOOD ACADEMY,248,39,68,46,31,37,27,,,,,,,,,,,,,13,8,,,8,Early Childhood Academy PCS-Washington,113,26,47,,,,40,,,,,,,,,,,,,7,3,,,"Early Childhood Academy Public Charter School, Inc.",PCS,,2013,1112,3668392.428,155000,,,3823392.428,50000,284561,334561,4157953.428,1112,EARLY CHILDHOOD ACADEMY PCS WALTER WASHINGTON,All Grades,All Students,39,3,19,14,3,0.435897436,2.435897436,39,3,15,21,0,0.538461538,2.461538462
1113,Excel Academy PCS,Cluster 37,"Sheridan, Barry Farm, Buena Vista",Excel Academy,"2501 Martin Luther King Ave SE Washington, DC",20020,Cluster 37,Excel Academy PCS,37,"2501 M. L. King, Jr., Ave., SE, Washington, DC 20020",59000,550,401,0.729090909,38.86145,-76.99384,1113,43,0.11627907,0.255813953,0.488372093,0.139534884,43,0.093023256,0.372093023,0.441860465,0.093023256,,1113,EXCEL ACADEMY,401,71,86,73,69,58,44,,,,,,,,,,,,,6,6,,,8,Excel Academy PCS,515,81,95,90,79,73,54,43,,,,,,,,,,,,8,11,2,1,Excel Academy Public Charter School,PCS,,2013,1113,7319564.001,601714,,,7921278.001,185000,110628,295628,8216906.001,1113,EXCEL ACADEMY PCS,All Grades,All Students,92,6,32,46,8,0.586956522,2.608695652,92,15,35,40,2,0.456521739,2.315217391
1114,Howard Road Academy PCS,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Howard Road Academy - Penn Ave,"3000 Pennsylvania Ave SE Washington, DC",20020,Cluster 34,Howard Road Academy PCS - Penn Ave,34,"3000 Pennsylvania Ave,. SE, Washington, DC 20020",5600,163,154,0.944785276,38.871072,-76.964689,,,,,,,,,,,,,1114,HOWARD ROAD ACADEMY PENN,154,61,41,34,18,,,,,,,,,,,,,,,,1,,1,8,Howard Road Academy PCS- PA Ave,151,52,65,34,,,,,,,,,,,,,,,,2,,,1,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Imagine Southeast PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",Imagine Southeast PCS,"3100 Martin Luther King Ave SE Washington, DC",20032,Cluster 39,Imagine Southeast PCS,39,"3100 Martin Luther King Jr. Ave., SE, Washington, DC ",50000,608,553,0.909539474,38.843884,-76.998566,1116,158,0.183544304,0.487341772,0.284810127,0.044303797,158,0.221518987,0.411392405,0.348101266,0.018987342,,1116,IMAGINE SOUTHEAST,553,52,105,99,85,46,42,44,38,42,,,,,,,,,,17,19,4,6,8,Imagine Southeast PCS,611,54,57,105,96,85,49,35,46,43,41,,,,,,,,,33,21,2,4,Imagine Southeast Public Charter School,PCS,,2013,1116,9196916.69,0,,,9196916.69,,,0,9196916.69,1116,IMAGINE SOUTHEAST PCS,All Grades,All Students,207,58,82,60,7,0.323671498,2.077294686,207,51,103,48,5,0.256038647,2.033816425
1117,Washington Yu Ying PCS,Cluster 20,"North Michigan Park, Michigan Park, University Heights",Washington Yu Ying  PCS,"220 Taylor St., NE, Washington, DC ",20017,Cluster 20,Washington Yu Ying PCS,20,"220 Taylor St., NE, Washington, DC ",40000,500,367,0.734,38.940739,-77.003102,1117,72,0.069444444,0.305555556,0.444444444,0.180555556,72,0.055555556,0.222222222,0.652777778,0.069444444,,1117,WASHINGTON YU YING,367,,111,64,63,55,43,31,,,,,,,,,,,29,15,1,10,,5,Washington Yu Ying PCS,439,,76,114,68,64,53,41,23,,,,,,,,,,28,19,2,10,,Washington Yu Ying Public Charter School,PCS,,2013,1117,6786878.289,0,,,6786878.289,,,0,6786878.289,1117,WASHINGTON YU YING PCS,All Grades,All Students,117,3,19,58,37,0.811965812,3.102564103,117,2,33,69,13,0.700854701,2.794871795
1118,Washington Latin PCS,Cluster 18,"Brightwood Park, Crestwood, Petworth",Washington Latin High PCS,"4715 16th St Nw Washington, DC",20011,Cluster 18,Washington Latin PCS: Upper School Campus (Upshur),18,"4715 16th St., NW, Washington, DC 20011",13730,250,225,0.9,38.947431,-77.036371,1118,59,0.101694915,0.271186441,0.542372881,0.084745763,60,0.1,0.3,0.466666667,0.133333333,,1118,WASHINGTON LATIN HIGH,225,,,,,,,,,,,,74,61,48,42,,,5,9,3,,,4,Washington Latin PCS HS,244,,,,,,,,,,,,80,63,54,47,,,4,9,7,,1,Washington Latin Public Charter School,PCS,,2013,1118,8387573.813,155000,,,8542573.813,300000,182700,482700,9025273.813,1118,WASHINGTON LATIN PCS HS,All Grades,All Students,61,2,17,33,9,0.68852459,2.803278689,61,2,12,36,11,0.770491803,2.918032787
1119,Carlos Rosario PCS,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Carlos Rosario International,"1100 Harvard St NW Washington, DC",20009,Cluster 2,Carlos Rosario International PCS,2,"1100 Harvard St., NW, Washington, DC 20009",78990,2389,1808,0.756802009,38.926731,-77.027282,,,,,,,,,,,,,1119,CARLOS ROSARIO,1808,,,,,,,,,,,,,,,,1808,,86,,,,,1,Carlos Rosario International PCS ,1941,,,,,,,,,,,,,,,,1941,,101,,,,,Carlos Rosario International Public Charter School,PCS,,2013,1119,18636384.77,505500,,,19141884.77,,451000,451000,19592884.77,,,,,,,,,,,,,,,,,,
1120,National Collegiate Academy PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",National Collegiate Preparatory,"908 Wahler  Place SE Washington, DC",20032,Cluster 39,National Collegiate Preparatory PCS,39,"908 Wahler Pl., SE, Washington, DC 20032",27000,309,203,0.656957929,38.83394,-76.99237,1120,62,0.064516129,0.532258065,0.387096774,0.016129032,62,0.096774194,0.370967742,0.532258065,0,,1120,NATIONAL COLLEGIATE PREPARATORY,203,,,,,,,,,,,,85,72,46,,,,3,13,13,3,4,8,National Collegiate Prep PCS,310,,,,,,,,,,,,91,86,77,56,,,,21,26,5,1,National Collegiate Preparatory Public Charter High School,PCS,,2013,1120,5137131.981,403699.6185,,,5540831.6,0,0,0,5540831.6,1120,NATIONAL COLLEGIATE PREP PCS,All Grades,All Students,69,23,33,13,0,0.188405797,1.855072464,69,6,41,21,1,0.31884058,2.246376812
1121,KIPP Academy PCS,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",KIPP DC - Promise Academy,"4801 Benning Road SE Washington, DC",20019,Cluster 33,,,,,,,,,,1121,102,0.058823529,0.656862745,0.274509804,0.009803922,102,0.107843137,0.37254902,0.509803922,0.009803922,,1121,KIPP DC PROMISE ACADEMY,311,,,,103,104,104,,,,,,,,,,,,,21,10,1,2,7,KIPP DC Promise PCS,415,,,,108,104,99,104,,,,,,,,,,,,25,20,1,1,,PCS,,,,,,,,,,,,,1121,KIPP DC PROMISE PCS,All Grades,All Students,202,10,65,104,23,0.628712871,2.693069307,202,15,73,99,15,0.564356436,2.564356436
1122,KIPP Academy PCS,Cluster 37,"Sheridan, Barry Farm, Buena Vista",KIPP DC - Discover Academy,"2600 Douglass Road SE Washington, DC",20020,Cluster 37,,,,,,,,,,,,,,,,,,,,,,1122,KIPP DC DISCOVER ACADEMY,303,98,105,100,,,,,,,,,,,,,,,,11,1,,1,8,KIPP DC Discover PCS,305,98,104,103,,,,,,,,,,,,,,,,13,5,,1,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,KIPP Academy PCS,Cluster 37,"Sheridan, Barry Farm, Buena Vista",KIPP DC - College Preparatory,"2600 Douglass Road SE Washington, DC",20020,Cluster 37,,,,,,,,,,1123,95,0.031578947,0.210526316,0.631578947,0.126315789,95,0.021052632,0.463157895,0.442105263,0.073684211,,1123,KIPP DC COLLEGE PREPARATORY,330,,,,,,,,,,,,135,108,87,,,,,16,26,7,1,8,KIPP DC College Prep PCS,399,,,,,,,,,,,,134,109,74,82,,,,8,21,28,3,,PCS,,,,,,,,,,,,,1123,KIPP DC COLLEGE PREP PCS,All Grades,All Students,102,2,11,62,27,0.87254902,3.117647059,102,6,27,59,10,0.676470588,2.715686275
1124,Friendship PCS,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",Friendship - Tech Prep,"620 Milwaukee Place SE Washington, DC",20032,Cluster 39,Friendship PCS- Technology Preparatory Academy,39,"620 Milwaukee Pl., SE, Washington, DC 20032",21482,477,378,0.79245283,38.848058,-76.997017,1124,313,0.108626198,0.383386581,0.412140575,0.095846645,314,0.124203822,0.535031847,0.28343949,0.057324841,,1124,FRIENDSHIP TECH PREP,378,,,,,,,,,117,113,106,42,,,,,,,14,46,6,2,8,Friendship PCS Tech Prep,369,,,,,,,,,72,92,83,89,33,,,,,,11,51,16,3,,PCS,,,,,,,,,,,,,1124,FRIENDSHIP PCS TECH PREP,All Grades,All Students,264,32,105,115,12,0.481060606,2.40530303,266,28,142,85,11,0.360902256,2.296992481
1125,Eagle Academy PCS,Cluster 27,"Near Southeast, Navy Yard",Eagle Academy - New Jersey Ave Campus,"1017 New Jersey SE Washington, DC",20003,Cluster 27,Eagle Academy PCS- New Jersey Avenue,27,"1017 New Jersey Avenue, SE 20003",12000,126,160,1.26984127,38.87817,-77.004771,1125,37,0.513513514,0.243243243,0.189189189,0.054054054,37,0.27027027,0.351351351,0.378378378,0,,1125,EAGLE ACADEMY NEW JERSEY,160,,,,47,73,40,,,,,,,,,,,,,6,27,2,8,6,Eagle Academy PCS NJ Avenue Campus,125,53,30,27,15,,,,,,,,,,,,,,,2,1,,1,"Eagle Academy Public Charter School, Inc.",PCS,,2013,1125,12780470.82,558600,,,13339070.82,0,1274741,1274741,14613811.82,,,,,,,,,,,,,,,,,,
1126,Howard Road Academy PCS,Cluster 37,"Sheridan, Barry Farm, Buena Vista",Howard Road Academy - Martin Luther King Ave,"2450 Martin Luther King Ave SE Washington, DC",20059,Cluster 37,Howard Road Academy Middle PCS - MLK Ave,37,"2450 M. L. King Jr. Ave., SE, Washington, DC 20020",4500,120,129,1.075,38.862253,-76.99313,1126,120,0.108333333,0.375,0.475,0.041666667,120,0.075,0.533333333,0.341666667,0.05,,1126,HOWARD ROAD ACADEMY MLK,129,,,,,,,,,,76,53,,,,,,,,4,10,1,,8,Howard Road Academy PCS MLK,114,,,,,,,,,,63,51,,,,,,,,5,8,3,1,,PCS,,,,,,,,,,,,,1126,HOWARD ROAD ACADEMY PCS  MLK CAMPUS,All Grades,All Students,106,8,29,60,9,0.650943396,2.660377358,106,6,44,46,10,0.528301887,2.566037736
1129,KIPP Academy PCS,Cluster 7,"Shaw, Logan Circle",KIPP DC - Grow Academy,"421 P St NW Washington, DC",20001,Cluster 7,KIPP DC GROW Academy PCS,7,"421 P Street, NW, Washington DC",100000,1000,531,0.531,38.909651,-77.016996,,,,,,,,,,,,,1129,KIPP DC GROW ACADEMY,203,,102,101,,,,,,,,,,,,,,,,11,3,,1,2,KIPP DC GROW Academy PCS,308,104,101,103,,,,,,,,,,,,,,,9,17,3,1,,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Apple Tree Early Learning PCS,Cluster 25,"Union Station, Stanton Park, Kingman Park",AppleTree Early Learning - Oklahoma Ave,"330 21st Street, NE Washington, DC",20002,Cluster 25,AppleTree  Early Learning PCS - Oklahoma Ave.,25,"330 21st Street, NE 20002",15866,160,158,0.9875,38.89367,-76.975113,,,,,,,,,,,,,1137,APPLETREE EARLY LEARNING OKLAHOMA,158,79,79,,,,,,,,,,,,,,,,,2,,,,7,AppleTree PCS Oklahoma,162,95,67,,,,,,,,,,,,,,,,3,2,,,,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,E.L. Haynes PCS,Cluster 18,"Brightwood Park, Crestwood, Petworth",E.L Haynes - Kansas Ave Campus,"4501 Kansas Ave NW Washington, DC",20010,Cluster 18,E.L. Haynes PCS - Kansas Avenue,18,"4501 Kansas Avenue, NW 20011",83000,557,403,0.723518851,38.945241,-77.023391,,,,,,,,,,,,,1138,EL HAYNES PCS KANSAS AVE HIGH SCHOOL,403,39,45,47,75,76,,,,,,,121,,,,,,95,29,17,2,3,4,E L  Haynes PCS Kansas Avenue Campus,554,36,47,46,49,74,75,,,,,,127,100,,,,,136,36,34,5,15,,PCS,,,,,,,,,,,,,1138,E L  HAYNES PCS KANSAS AVENUE CAMPUS,All Grades,All Students,168,24,59,65,20,0.505952381,2.482142857,168,25,45,74,24,0.583333333,2.577380952
3064,Inspired Teaching Demonstration PCS,Cluster 20,"North Michigan Park, Michigan Park, University Heights",Inspired Teaching Demonstration,"1328 Florida Avenue, NW Washington, DC",20009,Cluster 20,Inspired Teaching Demonstration PCS,20,"1328 Florida Avenue, NW 20009",0,550,142,0.258181818,38.920356,-77.030398,3064,13,0.230769231,0.538461538,0.230769231,0,13,0.230769231,0.307692308,0.461538462,0,,3064,INSPIRED TEACHING DEMONSTRATION,142,45,22,18,24,18,15,,,,,,,,,,,,,9,1,,,1,Inspired Teaching Demonstration PCS,207,44,44,43,20,19,23,14,,,,,,,,,,,,7,3,,2,Inspired Teaching Demonstration Public Charter School,PCS,,2013,3064,3022501.719,0,,,3022501.719,,,0,3022501.719,3064,INSPIRED TEACHING DEMONSTRATION PCS,All Grades,All Students,37,4,9,20,4,0.648648649,2.648648649,37,1,15,17,4,0.567567568,2.648648649
3065,Mundo Verde Bilingual PCS,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",Mundo Verde Bilingual PCS,"3220 16th St. NW, Washington, DC",20010,Cluster 6,Mundo Verde PCS,6,"3220 16th St. NW, Washington, DC",22330,270,122,0.451851852,38.930881,-77.03645,,,,,,,,,,,,,3065,MUNDO VERDE,122,38,38,46,,,,,,,,,,,,,,,39,5,,,,1,Mundo Verde Bilingual PCS,237,40,64,69,64,,,,,,,,,,,,,,64,18,,,,Mundo Verde Public Charter School,PCS,,2013,3065,4123515.078,380802,,,4504317.078,50000,370493,420493,4924810.078,,,,,,,,,,,,,,,,,,
3066,Shining Stars Montessori Academy PCS,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Shining Stars Montessori,"1328 Florida Av. NW, Washington, DC",20009,Cluster 2,Shining Stars Montessori Academy PCS,2,"1328 Florida Av. NW, Washington, DC",7554,120,53,0.441666667,38.920356,-77.030398,,,,,,,,,,,,,3066,SHINING STAR MONTESSORI,53,33,11,9,,,,,,,,,,,,,,,10,1,,1,,1,Shining Stars Montessori PCS,55,25,15,7,8,,,,,,,,,,,,,,6,2,,,1,Shining Stars Montessori Academy Public Charter School,PCS,,2013,3066,898752.925,229578,,,1128330.925,26961,0,26961,1155291.925,,,,,,,,,,,,,,,,,,
3067,Richard Wright PCS for Journalism and Media Arts PCS,Cluster 27,"North Michigan Park, Michigan Park, University Heights",Richard Wright PCS for Journalism and Media Arts,"770 M St SE, Washington, DC",20003,Cluster 20,Richard Wright PCS,20,"100 41st Street, NE, Washington, DC",28000,202,125,0.618811881,38.89099,-76.944558,3067,30,0.166666667,0.5,0.3,0.033333333,30,0.166666667,0.6,0.166666667,0.066666667,,3067,RICHARD WRIGHT,125,,,,,,,,,,,34,91,,,,,,2,7,18,5,2,6,Richard Wright PCS,202,,,,,,,,,,,33,83,86,,,,,1,14,15,4,4,Richard Wright PCS for Journalism and Media Arts,PCS,,2013,3067,3425540.043,591071,,,4016611.043,10000,2214,12214,4028825.043,3067,RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS,All Grades,All Students,112,29,55,28,0,0.25,1.991071429,113,6,57,49,1,0.442477876,2.398230088
3072,Apple Tree Early Learning PCS,Cluster 38,"Douglas, Shipley Terrace",AppleTree Early Learning - Douglass Knoll,"2017 Savannah Terrace SE Washington, DC",20020,Cluster 38,AppleTree Early Learning PCS - Douglas Knoll,38,"2017 Savannah Terrace, SE 20020",9677,160,86,0.5375,38.847857,-76.976402,3072,-,-,-,-,-,-,-,-,-,-,,3072,APPLETREE EARLY LEARNING DOUGLASS KNOLL,80,53,27,,,,,,,,,,,,,,,,1,1,,,,8,AppleTree PCS Douglass Knoll,86,44,42,,,,,,,,,,,,,,,,,3,,,,,PCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
